YearName,Topic,Viewby,Series,Value
2019,Incidence,Area,All cases,6.778
2019,Incidence,All cases,All cases,6.778
2019,Incidence,Sex,All cases,6.778
2019,Mortality,48-hour mortality,All cases,0.544
2019,Mortality,48-hour mortality,California,0.599
2019,Mortality,48-hour mortality,Colorado,0.635
2019,Mortality,48-hour mortality,Connecticut,0.561
2019,Mortality,48-hour mortality,Georgia,0.456
2019,Mortality,48-hour mortality,Maryland,0.773
2019,Mortality,48-hour mortality,Minnesota,0.385
2019,Mortality,48-hour mortality,New Mexico,0.736
2019,Mortality,48-hour mortality,New York,0.539
2019,Mortality,48-hour mortality,Oregon,0.273
2019,Mortality,48-hour mortality,Tennessee,0.868
2019,Mortality,At hospital discharge,All cases,2.035
2019,Mortality,At hospital discharge,California,1.978
2019,Mortality,At hospital discharge,Colorado,2.083
2019,Mortality,At hospital discharge,Connecticut,2.552
2019,Mortality,At hospital discharge,Georgia,2.113
2019,Mortality,At hospital discharge,Maryland,3.092
2019,Mortality,At hospital discharge,Minnesota,1.411
2019,Mortality,At hospital discharge,New Mexico,1.766
2019,Mortality,At hospital discharge,New York,2.559
2019,Mortality,At hospital discharge,Oregon,0.655
2019,Mortality,At hospital discharge,Tennessee,2.405
2019,Drug resistance,California,Fluconazole,0.038
2019,Drug resistance,Colorado,Fluconazole,0.084
2019,Drug resistance,Connecticut,Fluconazole,0.055
2019,Drug resistance,Georgia,Fluconazole,0.088
2019,Drug resistance,Maryland,Fluconazole,0.058
2019,Drug resistance,Minnesota,Fluconazole,0.066
2019,Drug resistance,New Mexico,Fluconazole,0.143
2019,Drug resistance,New York,Fluconazole,0.039
2019,Drug resistance,Oregon,Fluconazole,0.026
2019,Drug resistance,Tennessee,Fluconazole,0.02
2019,Drug resistance,California,Voriconazole,0
2019,Drug resistance,Colorado,Voriconazole,0
2019,Drug resistance,Connecticut,Voriconazole,0.004
2019,Drug resistance,Georgia,Voriconazole,0.021
2019,Drug resistance,Maryland,Voriconazole,0.019
2019,Drug resistance,Minnesota,Voriconazole,0.015
2019,Drug resistance,New Mexico,Voriconazole,0
2019,Drug resistance,New York,Voriconazole,0
2019,Drug resistance,Oregon,Voriconazole,0
2019,Drug resistance,Tennessee,Voriconazole,0
2019,Drug resistance,California,Echinocandin,0
2019,Drug resistance,Colorado,Echinocandin,0.013
2019,Drug resistance,Connecticut,Echinocandin,0
2019,Drug resistance,Georgia,Echinocandin,0.029
2019,Drug resistance,Maryland,Echinocandin,0
2019,Drug resistance,Minnesota,Echinocandin,0
2019,Drug resistance,New Mexico,Echinocandin,0.036
2019,Drug resistance,New York,Echinocandin,0.02
2019,Drug resistance,Oregon,Echinocandin,0
2019,Drug resistance,Tennessee,Echinocandin,0
2019,Drug resistance,California,Multi-drug,0
2019,Drug resistance,Colorado,Multi-drug,0.006
2019,Drug resistance,Connecticut,Multi-drug,0
2019,Drug resistance,Georgia,Multi-drug,0.008
2019,Drug resistance,Maryland,Multi-drug,0
2019,Drug resistance,Minnesota,Multi-drug,0
2019,Drug resistance,New Mexico,Multi-drug,0.036
2019,Drug resistance,New York,Multi-drug,0
2019,Drug resistance,Oregon,Multi-drug,0
2019,Drug resistance,Tennessee,Multi-drug,0
2019,Drug resistance,Candida albicans,Fluconazole,0.004
2019,Drug resistance,Candida glabrata,Fluconazole,0.068
2019,Drug resistance,Candida parapsilosis,Fluconazole,0.062
2019,Drug resistance,Candida tropicalis,Fluconazole,0.082
2019,Drug resistance,Candida albicans,Voriconazole,0
2019,Drug resistance,Candida krusei,Voriconazole,0
2019,Drug resistance,Candida parapsilosis,Voriconazole,0.034
2019,Drug resistance,Candida tropicalis,Voriconazole,0.059
2019,Drug resistance,Candida albicans,Echinocandin,0.002
2019,Drug resistance,Candida glabrata,Echinocandin,0.019
2019,Drug resistance,Candida krusei,Echinocandin,0
2019,Drug resistance,Candida parapsilosis,Echinocandin,0
2019,Drug resistance,Candida tropicalis,Echinocandin,0.024
2019,Drug resistance,Candida albicans,Multi-drug,0
2019,Drug resistance,Candida glabrata,Multi-drug,0.009
2019,Drug resistance,Candida krusei,Multi-drug,0
2019,Drug resistance,Candida parapsilosis,Multi-drug,0
2019,Drug resistance,Candida tropicalis,Multi-drug,0
2019,Species,Area: All,C. albicans,0.376
2019,Species,Area: All,C. glabrata,0.306
2019,Species,Area: All,C. krusei,0.02
2019,Species,Area: All,C. lusitaniae,0.031
2019,Species,Area: All,C. parapsilosis,0.128
2019,Species,Area: All,C. tropicalis,0.06
2019,Species,Area: All,"Candida, other species",0.061
2019,Species,Area: All,"Candida, multiple species",0.019
2019,Species,Area: California,C. albicans,0.349
2019,Species,Area: California,C. glabrata,0.372
2019,Species,Area: California,C. krusei,0.012
2019,Species,Area: California,C. lusitaniae,0.023
2019,Species,Area: California,C. parapsilosis,0.105
2019,Species,Area: California,C. tropicalis,0.081
2019,Species,Area: California,"Candida, other species",0.058
2019,Species,Area: California,"Candida, multiple species",0
2019,Species,Area: Colorado,C. albicans,0.352
2019,Species,Area: Colorado,C. glabrata,0.364
2019,Species,Area: Colorado,C. krusei,0.036
2019,Species,Area: Colorado,C. lusitaniae,0.018
2019,Species,Area: Colorado,C. parapsilosis,0.115
2019,Species,Area: Colorado,C. tropicalis,0.042
2019,Species,Area: Colorado,"Candida, other species",0.061
2019,Species,Area: Colorado,"Candida, multiple species",0.012
2019,Species,Area: Connecticut,C. albicans,0.374
2019,Species,Area: Connecticut,C. glabrata,0.309
2019,Species,Area: Connecticut,C. krusei,0.019
2019,Species,Area: Connecticut,C. lusitaniae,0.023
2019,Species,Area: Connecticut,C. parapsilosis,0.155
2019,Species,Area: Connecticut,C. tropicalis,0.049
2019,Species,Area: Connecticut,"Candida, other species",0.045
2019,Species,Area: Connecticut,"Candida, multiple species",0.026
2019,Species,Area: Georgia,C. albicans,0.357
2019,Species,Area: Georgia,C. glabrata,0.256
2019,Species,Area: Georgia,C. krusei,0.031
2019,Species,Area: Georgia,C. lusitaniae,0.019
2019,Species,Area: Georgia,C. parapsilosis,0.167
2019,Species,Area: Georgia,C. tropicalis,0.085
2019,Species,Area: Georgia,"Candida, other species",0.066
2019,Species,Area: Georgia,"Candida, multiple species",0.019
2019,Species,Area: Maryland,C. albicans,0.387
2019,Species,Area: Maryland,C. glabrata,0.301
2019,Species,Area: Maryland,C. krusei,0
2019,Species,Area: Maryland,C. lusitaniae,0.018
2019,Species,Area: Maryland,C. parapsilosis,0.135
2019,Species,Area: Maryland,C. tropicalis,0.08
2019,Species,Area: Maryland,"Candida, other species",0.055
2019,Species,Area: Maryland,"Candida, multiple species",0.025
2019,Species,Area: Minnesota,C. albicans,0.413
2019,Species,Area: Minnesota,C. glabrata,0.3
2019,Species,Area: Minnesota,C. krusei,0.033
2019,Species,Area: Minnesota,C. lusitaniae,0.033
2019,Species,Area: Minnesota,C. parapsilosis,0.093
2019,Species,Area: Minnesota,C. tropicalis,0.027
2019,Species,Area: Minnesota,"Candida, other species",0.073
2019,Species,Area: Minnesota,"Candida, multiple species",0.027
2019,Species,Area: New Mexico,C. albicans,0.469
2019,Species,Area: New Mexico,C. glabrata,0.313
2019,Species,Area: New Mexico,C. krusei,0.031
2019,Species,Area: New Mexico,C. lusitaniae,0.125
2019,Species,Area: New Mexico,C. parapsilosis,0
2019,Species,Area: New Mexico,C. tropicalis,0.063
2019,Species,Area: New Mexico,"Candida, other species",0
2019,Species,Area: New Mexico,"Candida, multiple species",0
2019,Species,Area: New York,C. albicans,0.431
2019,Species,Area: New York,C. glabrata,0.259
2019,Species,Area: New York,C. krusei,0
2019,Species,Area: New York,C. lusitaniae,0.069
2019,Species,Area: New York,C. parapsilosis,0.103
2019,Species,Area: New York,C. tropicalis,0.017
2019,Species,Area: New York,"Candida, other species",0.086
2019,Species,Area: New York,"Candida, multiple species",0.034
2019,Species,Area: Oregon,C. albicans,0.37
2019,Species,Area: Oregon,C. glabrata,0.326
2019,Species,Area: Oregon,C. krusei,0
2019,Species,Area: Oregon,C. lusitaniae,0.065
2019,Species,Area: Oregon,C. parapsilosis,0.109
2019,Species,Area: Oregon,C. tropicalis,0.022
2019,Species,Area: Oregon,"Candida, other species",0.109
2019,Species,Area: Oregon,"Candida, multiple species",0
2019,Species,Area: Tennessee,C. albicans,0.36
2019,Species,Area: Tennessee,C. glabrata,0.306
2019,Species,Area: Tennessee,C. krusei,0.009
2019,Species,Area: Tennessee,C. lusitaniae,0.054
2019,Species,Area: Tennessee,C. parapsilosis,0.108
2019,Species,Area: Tennessee,C. tropicalis,0.09
2019,Species,Area: Tennessee,"Candida, other species",0.063
2019,Species,Area: Tennessee,"Candida, multiple species",0.009
