Vaccine,Geography Type,Geography,Season,Personnel Type,Estimate (%),95% CI (%),Sample Size
Seasonal Influenza,States,Kentucky,2013-14,Licensed Independent Practitioners,45.8,,14438
Seasonal Influenza,States,Louisiana,2013-14,Licensed Independent Practitioners,39.6,,20809
Seasonal Influenza,States,Maine,2013-14,Licensed Independent Practitioners,70.1,,1668
Seasonal Influenza,States,Maryland,2013-14,Licensed Independent Practitioners,93.6,,20874
Seasonal Influenza,States,Massachusetts,2013-14,Licensed Independent Practitioners,78,,28853
Seasonal Influenza,States,Michigan,2013-14,Licensed Independent Practitioners,49.3,,32069
Seasonal Influenza,States,Minnesota,2013-14,Licensed Independent Practitioners,61,,14587
Seasonal Influenza,States,Mississippi,2013-14,Licensed Independent Practitioners,50.6,,5751
Seasonal Influenza,States,Missouri,2013-14,Licensed Independent Practitioners,64.9,,22722
Seasonal Influenza,States,Montana,2013-14,Licensed Independent Practitioners,62,,2095
Seasonal Influenza,States,Nebraska,2013-14,Licensed Independent Practitioners,73.4,,7262
Seasonal Influenza,States,Nevada,2013-14,Licensed Independent Practitioners,44.6,,12213
Seasonal Influenza,States,New Hampshire,2013-14,Licensed Independent Practitioners,82.2,,3775
Seasonal Influenza,States,New Jersey,2013-14,Licensed Independent Practitioners,39.1,,36153
Seasonal Influenza,States,New Mexico,2013-14,Licensed Independent Practitioners,41.5,,5315
Seasonal Influenza,States,New York,2013-14,Licensed Independent Practitioners,66.3,,69123
Seasonal Influenza,States,North Carolina,2013-14,Licensed Independent Practitioners,82,,27526
Seasonal Influenza,States,North Dakota,2013-14,Licensed Independent Practitioners,75.5,,1380
Seasonal Influenza,States,Ohio,2013-14,Licensed Independent Practitioners,58.3,,38259
Seasonal Influenza,States,Oklahoma,2013-14,Licensed Independent Practitioners,64.1,,11043
Seasonal Influenza,States,Oregon,2013-14,Licensed Independent Practitioners,58.1,,8775
Seasonal Influenza,States,Pennsylvania,2013-14,Licensed Independent Practitioners,62.8,,66618
Seasonal Influenza,National,United States,2013-14,Licensed Independent Practitioners,61.9,,1154376
Seasonal Influenza,States,Rhode Island,2013-14,Licensed Independent Practitioners,87.7,,5376
Seasonal Influenza,States,South Carolina,2013-14,Licensed Independent Practitioners,67.8,,16043
Seasonal Influenza,States,South Dakota,2013-14,Licensed Independent Practitioners,78.8,,1972
Seasonal Influenza,States,Tennessee,2013-14,Licensed Independent Practitioners,57.9,,24429
Seasonal Influenza,States,Texas,2013-14,Licensed Independent Practitioners,59.3,,107141
Seasonal Influenza,States,Utah,2013-14,Licensed Independent Practitioners,79.8,,9739
Seasonal Influenza,States,Vermont,2013-14,Licensed Independent Practitioners,46.5,,639
Seasonal Influenza,States,Virginia,2013-14,Licensed Independent Practitioners,71.3,,25258
Seasonal Influenza,States,Washington,2013-14,Licensed Independent Practitioners,70.1,,23101
Seasonal Influenza,States,West Virginia,2013-14,Licensed Independent Practitioners,47.1,,5885
Seasonal Influenza,States,Wisconsin,2013-14,Licensed Independent Practitioners,88.3,,28740
Seasonal Influenza,States,Wyoming,2013-14,Licensed Independent Practitioners,71.7,,1046
Seasonal Influenza,States,Alabama,2014-15,Licensed Independent Practitioners,51.2,,16109
Seasonal Influenza,States,Alaska,2014-15,Licensed Independent Practitioners,57,,2084
Seasonal Influenza,States,Arizona,2014-15,Licensed Independent Practitioners,67.1,,29848
Seasonal Influenza,States,Arkansas,2014-15,Licensed Independent Practitioners,59.9,,6978
Seasonal Influenza,States,California,2014-15,Licensed Independent Practitioners,62.9,,125760
Seasonal Influenza,States,Colorado,2014-15,Licensed Independent Practitioners,92.8,,28097
Seasonal Influenza,States,Connecticut,2014-15,Licensed Independent Practitioners,70.3,,11902
Seasonal Influenza,States,Delaware,2014-15,Licensed Independent Practitioners,57.2,,2624
Seasonal Influenza,States,District of Columbia,2014-15,Licensed Independent Practitioners,89.5,,4359
Seasonal Influenza,States,Florida,2014-15,Licensed Independent Practitioners,47.2,,104957
Seasonal Influenza,States,Georgia,2014-15,Licensed Independent Practitioners,69.9,,30477
Seasonal Influenza,States,Hawaii,2014-15,Licensed Independent Practitioners,67.2,,3569
Seasonal Influenza,States,Idaho,2014-15,Licensed Independent Practitioners,64.2,,3128
Seasonal Influenza,States,Illinois,2014-15,Licensed Independent Practitioners,58.5,,52169
Seasonal Influenza,States,Indiana,2014-15,Licensed Independent Practitioners,76.6,,27196
Seasonal Influenza,States,Iowa,2014-15,Licensed Independent Practitioners,81.3,,9682
Seasonal Influenza,States,Kansas,2014-15,Licensed Independent Practitioners,75.6,,9541
Seasonal Influenza,States,Kentucky,2014-15,Licensed Independent Practitioners,35.4,,14109
Seasonal Influenza,States,Louisiana,2014-15,Licensed Independent Practitioners,56.8,,20881
Seasonal Influenza,States,Maine,2014-15,Licensed Independent Practitioners,63.1,,2065
Seasonal Influenza,States,Maryland,2014-15,Licensed Independent Practitioners,92.4,,23906
Seasonal Influenza,States,Massachusetts,2014-15,Licensed Independent Practitioners,86.9,,32049
Seasonal Influenza,States,Michigan,2014-15,Licensed Independent Practitioners,51.1,,29526
Seasonal Influenza,States,Minnesota,2014-15,Licensed Independent Practitioners,63,,11233
Seasonal Influenza,States,Mississippi,2014-15,Licensed Independent Practitioners,61.3,,5684
Seasonal Influenza,States,Missouri,2014-15,Licensed Independent Practitioners,67.9,,20058
Seasonal Influenza,States,Montana,2014-15,Licensed Independent Practitioners,57.2,,2049
Seasonal Influenza,States,Nebraska,2014-15,Licensed Independent Practitioners,83.2,,6551
Seasonal Influenza,States,Nevada,2014-15,Licensed Independent Practitioners,33.5,,15186
Seasonal Influenza,States,New Hampshire,2014-15,Licensed Independent Practitioners,90.5,,4208
Seasonal Influenza,States,New Jersey,2014-15,Licensed Independent Practitioners,46.1,,36585
Seasonal Influenza,States,New Mexico,2014-15,Licensed Independent Practitioners,45.1,,5193
Seasonal Influenza,States,New York,2014-15,Licensed Independent Practitioners,64.4,,69012
Seasonal Influenza,States,North Carolina,2014-15,Licensed Independent Practitioners,87.5,,29635
Seasonal Influenza,States,North Dakota,2014-15,Licensed Independent Practitioners,61.1,,821
Seasonal Influenza,States,Ohio,2014-15,Licensed Independent Practitioners,58.4,,32080
Seasonal Influenza,States,Oklahoma,2014-15,Licensed Independent Practitioners,68.2,,10988
Seasonal Influenza,States,Oregon,2014-15,Licensed Independent Practitioners,58,,9307
Seasonal Influenza,States,Pennsylvania,2014-15,Licensed Independent Practitioners,70.9,,49603
Seasonal Influenza,National,United States,2014-15,Licensed Independent Practitioners,65.1,,1145795
Seasonal Influenza,States,Rhode Island,2014-15,Licensed Independent Practitioners,95.9,,5660
Seasonal Influenza,States,South Carolina,2014-15,Licensed Independent Practitioners,64.1,,12706
Seasonal Influenza,States,South Dakota,2014-15,Licensed Independent Practitioners,82.4,,2403
Seasonal Influenza,States,Tennessee,2014-15,Licensed Independent Practitioners,63.6,,23928
Seasonal Influenza,States,Texas,2014-15,Licensed Independent Practitioners,62.7,,105725
Seasonal Influenza,States,Utah,2014-15,Licensed Independent Practitioners,83.3,,14144
Seasonal Influenza,States,Vermont,2014-15,Licensed Independent Practitioners,42.6,,870
Seasonal Influenza,States,Virginia,2014-15,Licensed Independent Practitioners,71.2,,26327
Seasonal Influenza,States,Washington,2014-15,Licensed Independent Practitioners,71.4,,20974
Seasonal Influenza,States,West Virginia,2014-15,Licensed Independent Practitioners,58.5,,5411
Seasonal Influenza,States,Wisconsin,2014-15,Licensed Independent Practitioners,90.7,,27077
Seasonal Influenza,States,Wyoming,2014-15,Licensed Independent Practitioners,72.6,,1361
Seasonal Influenza,States,Alabama,2015-16,Licensed Independent Practitioners,50.3,,15747
Seasonal Influenza,States,Alaska,2015-16,Licensed Independent Practitioners,47.8,,1969
Seasonal Influenza,States,Arizona,2015-16,Licensed Independent Practitioners,77.9,,31602
Seasonal Influenza,States,Arkansas,2015-16,Licensed Independent Practitioners,55.3,,6653
Seasonal Influenza,States,California,2015-16,Licensed Independent Practitioners,64.5,,134443
Seasonal Influenza,States,Colorado,2015-16,Licensed Independent Practitioners,95.6,,29861
Seasonal Influenza,States,Connecticut,2015-16,Licensed Independent Practitioners,71.6,,10388
Seasonal Influenza,States,Delaware,2015-16,Licensed Independent Practitioners,72.6,,2683
Seasonal Influenza,States,District of Columbia,2015-16,Licensed Independent Practitioners,90.7,,3874
Seasonal Influenza,States,Florida,2015-16,Licensed Independent Practitioners,48,,85571
Seasonal Influenza,States,Georgia,2015-16,Licensed Independent Practitioners,71.2,,28917
Seasonal Influenza,States,Hawaii,2015-16,Licensed Independent Practitioners,68.4,,3314
Seasonal Influenza,States,Idaho,2015-16,Licensed Independent Practitioners,51.1,,4344
Seasonal Influenza,States,Illinois,2015-16,Licensed Independent Practitioners,63.7,,46956
Seasonal Influenza,States,Indiana,2015-16,Licensed Independent Practitioners,81.3,,27558
Seasonal Influenza,States,Iowa,2015-16,Licensed Independent Practitioners,83.2,,10244
Seasonal Influenza,States,Kansas,2015-16,Licensed Independent Practitioners,89.8,,9246
Seasonal Influenza,States,Kentucky,2015-16,Licensed Independent Practitioners,48.5,,15200
Seasonal Influenza,States,Louisiana,2015-16,Licensed Independent Practitioners,66.5,,20998
Seasonal Influenza,States,Maine,2015-16,Licensed Independent Practitioners,89.3,,1607
Seasonal Influenza,States,Maryland,2015-16,Licensed Independent Practitioners,90.4,,20653
Seasonal Influenza,States,Massachusetts,2015-16,Licensed Independent Practitioners,88.6,,31708
Seasonal Influenza,States,Michigan,2015-16,Licensed Independent Practitioners,75.6,,32073
Seasonal Influenza,States,Minnesota,2015-16,Licensed Independent Practitioners,66.7,,16615
Seasonal Influenza,States,Mississippi,2015-16,Licensed Independent Practitioners,60.4,,6882
Seasonal Influenza,States,Missouri,2015-16,Licensed Independent Practitioners,68.4,,23056
Seasonal Influenza,States,Montana,2015-16,Licensed Independent Practitioners,62.5,,2063
Seasonal Influenza,States,Nebraska,2015-16,Licensed Independent Practitioners,78.2,,6255
Seasonal Influenza,States,Nevada,2015-16,Licensed Independent Practitioners,44.6,,12724
Seasonal Influenza,States,New Hampshire,2015-16,Licensed Independent Practitioners,82.4,,4527
Seasonal Influenza,States,New Jersey,2015-16,Licensed Independent Practitioners,56,,35596
Seasonal Influenza,States,New Mexico,2015-16,Licensed Independent Practitioners,55.4,,4657
Seasonal Influenza,States,New York,2015-16,Licensed Independent Practitioners,65.1,,67124
Seasonal Influenza,States,North Carolina,2015-16,Licensed Independent Practitioners,89.2,,29465
Seasonal Influenza,States,North Dakota,2015-16,Licensed Independent Practitioners,78,,1066
Seasonal Influenza,States,Ohio,2015-16,Licensed Independent Practitioners,51.2,,41922
Seasonal Influenza,States,Oklahoma,2015-16,Licensed Independent Practitioners,65.4,,11693
Seasonal Influenza,States,Oregon,2015-16,Licensed Independent Practitioners,63.3,,9289
Seasonal Influenza,States,Pennsylvania,2015-16,Licensed Independent Practitioners,75.8,,50737
Seasonal Influenza,National,United States,2015-16,Licensed Independent Practitioners,68.6,,1149312
Seasonal Influenza,States,Rhode Island,2015-16,Licensed Independent Practitioners,95.5,,6072
Seasonal Influenza,States,South Carolina,2015-16,Licensed Independent Practitioners,73,,12232
Seasonal Influenza,States,South Dakota,2015-16,Licensed Independent Practitioners,78.9,,2825
Seasonal Influenza,States,Tennessee,2015-16,Licensed Independent Practitioners,63.6,,24659
Seasonal Influenza,States,Texas,2015-16,Licensed Independent Practitioners,65.5,,104338
Seasonal Influenza,States,Utah,2015-16,Licensed Independent Practitioners,92.6,,11959
Seasonal Influenza,States,Vermont,2015-16,Licensed Independent Practitioners,84.9,,471
Seasonal Influenza,States,Virginia,2015-16,Licensed Independent Practitioners,65.2,,26616
Seasonal Influenza,States,Washington,2015-16,Licensed Independent Practitioners,77.8,,26748
Seasonal Influenza,States,West Virginia,2015-16,Licensed Independent Practitioners,65.6,,6019
Seasonal Influenza,States,Wisconsin,2015-16,Licensed Independent Practitioners,91.8,,26867
Seasonal Influenza,States,Wyoming,2015-16,Licensed Independent Practitioners,74.6,,1226
Seasonal Influenza,States,Alabama,2016-17,Licensed Independent Practitioners,58,,16173
Seasonal Influenza,States,Alaska,2016-17,Licensed Independent Practitioners,55.1,,2286
Seasonal Influenza,States,Arizona,2016-17,Licensed Independent Practitioners,79.2,,33853
Seasonal Influenza,States,Arkansas,2016-17,Licensed Independent Practitioners,55.1,,7343
Seasonal Influenza,States,California,2016-17,Licensed Independent Practitioners,67.4,,137365
Seasonal Influenza,States,Colorado,2016-17,Licensed Independent Practitioners,95.4,,29470
Seasonal Influenza,States,Connecticut,2016-17,Licensed Independent Practitioners,70.8,,10491
Seasonal Influenza,States,Delaware,2016-17,Licensed Independent Practitioners,57.5,,2146
Seasonal Influenza,States,District of Columbia,2016-17,Licensed Independent Practitioners,95.8,,3854
Seasonal Influenza,States,Florida,2016-17,Licensed Independent Practitioners,49.9,,82940
Seasonal Influenza,States,Georgia,2016-17,Licensed Independent Practitioners,75.5,,28928
Seasonal Influenza,States,Hawaii,2016-17,Licensed Independent Practitioners,73.4,,2651
Seasonal Influenza,States,Idaho,2016-17,Licensed Independent Practitioners,72.8,,3756
Seasonal Influenza,States,Illinois,2016-17,Licensed Independent Practitioners,64.2,,49469
Seasonal Influenza,States,Indiana,2016-17,Licensed Independent Practitioners,82.5,,30226
Seasonal Influenza,States,Iowa,2016-17,Licensed Independent Practitioners,80,,9114
Seasonal Influenza,States,Kansas,2016-17,Licensed Independent Practitioners,80.3,,10998
Seasonal Influenza,States,Kentucky,2016-17,Licensed Independent Practitioners,52.8,,15911
Seasonal Influenza,States,Louisiana,2016-17,Licensed Independent Practitioners,72.1,,19351
Seasonal Influenza,States,Maine,2016-17,Licensed Independent Practitioners,77,,1625
Seasonal Influenza,States,Maryland,2016-17,Licensed Independent Practitioners,94.1,,17455
Seasonal Influenza,States,Massachusetts,2016-17,Licensed Independent Practitioners,91.4,,34622
Seasonal Influenza,States,Michigan,2016-17,Licensed Independent Practitioners,79.6,,30046
Seasonal Influenza,States,Minnesota,2016-17,Licensed Independent Practitioners,74.8,,15810
Seasonal Influenza,States,Mississippi,2016-17,Licensed Independent Practitioners,53.4,,7007
Seasonal Influenza,States,Missouri,2016-17,Licensed Independent Practitioners,80.9,,24442
Seasonal Influenza,States,Montana,2016-17,Licensed Independent Practitioners,59.3,,2120
Seasonal Influenza,States,Nebraska,2016-17,Licensed Independent Practitioners,73.4,,11876
Seasonal Influenza,States,Nevada,2016-17,Licensed Independent Practitioners,46.1,,13717
Seasonal Influenza,States,New Hampshire,2016-17,Licensed Independent Practitioners,83.2,,3527
Seasonal Influenza,States,New Jersey,2016-17,Licensed Independent Practitioners,60.8,,39280
Seasonal Influenza,States,New Mexico,2016-17,Licensed Independent Practitioners,60.2,,4663
Seasonal Influenza,States,New York,2016-17,Licensed Independent Practitioners,74.5,,61708
Seasonal Influenza,States,North Carolina,2016-17,Licensed Independent Practitioners,86.5,,29149
Seasonal Influenza,States,North Dakota,2016-17,Licensed Independent Practitioners,76.9,,1046
Seasonal Influenza,States,Ohio,2016-17,Licensed Independent Practitioners,65.2,,33637
Seasonal Influenza,States,Oklahoma,2016-17,Licensed Independent Practitioners,64.4,,12640
Seasonal Influenza,States,Oregon,2016-17,Licensed Independent Practitioners,72.7,,8774
Seasonal Influenza,States,Pennsylvania,2016-17,Licensed Independent Practitioners,79.8,,46787
Seasonal Influenza,National,United States,2016-17,Licensed Independent Practitioners,71.8,,1138358
Seasonal Influenza,States,Rhode Island,2016-17,Licensed Independent Practitioners,95.5,,6581
Seasonal Influenza,States,South Carolina,2016-17,Licensed Independent Practitioners,68.8,,10934
Seasonal Influenza,States,South Dakota,2016-17,Licensed Independent Practitioners,94.6,,2738
Seasonal Influenza,States,Tennessee,2016-17,Licensed Independent Practitioners,75.1,,25408
Seasonal Influenza,States,Texas,2016-17,Licensed Independent Practitioners,65.3,,98293
Seasonal Influenza,States,Utah,2016-17,Licensed Independent Practitioners,91.7,,12359
Seasonal Influenza,States,Vermont,2016-17,Licensed Independent Practitioners,72.7,,491
Seasonal Influenza,States,Virginia,2016-17,Licensed Independent Practitioners,72.3,,26011
Seasonal Influenza,States,Washington,2016-17,Licensed Independent Practitioners,80.4,,26941
Seasonal Influenza,States,West Virginia,2016-17,Licensed Independent Practitioners,69.5,,5346
Seasonal Influenza,States,Wisconsin,2016-17,Licensed Independent Practitioners,88.6,,25669
Seasonal Influenza,States,Wyoming,2016-17,Licensed Independent Practitioners,82,,1331
Seasonal Influenza,States,Alabama,2017-18,Licensed Independent Practitioners,63.6,,15600
Seasonal Influenza,States,Alaska,2017-18,Licensed Independent Practitioners,44,,2372
Seasonal Influenza,States,Arizona,2017-18,Licensed Independent Practitioners,77.6,,29787
Seasonal Influenza,States,Arkansas,2017-18,Licensed Independent Practitioners,51.1,,8020
Seasonal Influenza,States,California,2017-18,Licensed Independent Practitioners,72.8,,134963
Seasonal Influenza,States,Colorado,2017-18,Licensed Independent Practitioners,97,,28778
Seasonal Influenza,States,Connecticut,2017-18,Licensed Independent Practitioners,90.7,,13230
Seasonal Influenza,States,Delaware,2017-18,Licensed Independent Practitioners,76.1,,2843
Seasonal Influenza,States,District of Columbia,2017-18,Licensed Independent Practitioners,95.9,,3168
Seasonal Influenza,States,Florida,2017-18,Licensed Independent Practitioners,54.5,,83616
Seasonal Influenza,States,Georgia,2017-18,Licensed Independent Practitioners,76.2,,30810
Seasonal Influenza,States,Hawaii,2017-18,Licensed Independent Practitioners,76.4,,3443
Seasonal Influenza,States,Idaho,2017-18,Licensed Independent Practitioners,65.2,,5606
Seasonal Influenza,States,Illinois,2017-18,Licensed Independent Practitioners,70.7,,47665
Seasonal Influenza,States,Indiana,2017-18,Licensed Independent Practitioners,83.3,,35784
Seasonal Influenza,States,Iowa,2017-18,Licensed Independent Practitioners,88.5,,8966
Seasonal Influenza,States,Kansas,2017-18,Licensed Independent Practitioners,81.1,,10718
Seasonal Influenza,States,Kentucky,2017-18,Licensed Independent Practitioners,65,,12177
Seasonal Influenza,States,Louisiana,2017-18,Licensed Independent Practitioners,70.8,,20633
Seasonal Influenza,States,Maine,2017-18,Licensed Independent Practitioners,69.9,,2106
Seasonal Influenza,States,Maryland,2017-18,Licensed Independent Practitioners,93.2,,21604
Seasonal Influenza,States,Massachusetts,2017-18,Licensed Independent Practitioners,92.7,,33856
Seasonal Influenza,States,Michigan,2017-18,Licensed Independent Practitioners,78.5,,28331
Seasonal Influenza,States,Minnesota,2017-18,Licensed Independent Practitioners,77.6,,17230
Seasonal Influenza,States,Mississippi,2017-18,Licensed Independent Practitioners,57.8,,6139
Seasonal Influenza,States,Missouri,2017-18,Licensed Independent Practitioners,81.3,,22195
Seasonal Influenza,States,Montana,2017-18,Licensed Independent Practitioners,71.7,,1963
Seasonal Influenza,States,Nebraska,2017-18,Licensed Independent Practitioners,81.8,,8308
Seasonal Influenza,States,Nevada,2017-18,Licensed Independent Practitioners,42.1,,15387
Seasonal Influenza,States,New Hampshire,2017-18,Licensed Independent Practitioners,85.1,,3322
Seasonal Influenza,States,New Jersey,2017-18,Licensed Independent Practitioners,68.9,,39674
Seasonal Influenza,States,New Mexico,2017-18,Licensed Independent Practitioners,61.5,,4289
Seasonal Influenza,States,New York,2017-18,Licensed Independent Practitioners,77.5,,74585
Seasonal Influenza,States,North Carolina,2017-18,Licensed Independent Practitioners,89.2,,36166
Seasonal Influenza,States,North Dakota,2017-18,Licensed Independent Practitioners,89.2,,1379
Seasonal Influenza,States,Ohio,2017-18,Licensed Independent Practitioners,52.8,,37950
Seasonal Influenza,States,Oklahoma,2017-18,Licensed Independent Practitioners,78.8,,12635
Seasonal Influenza,States,Oregon,2017-18,Licensed Independent Practitioners,77.2,,8901
Seasonal Influenza,States,Pennsylvania,2017-18,Licensed Independent Practitioners,86.8,,55760
Seasonal Influenza,National,United States,2017-18,Licensed Independent Practitioners,75.4,,1186744
Seasonal Influenza,States,Rhode Island,2017-18,Licensed Independent Practitioners,97.5,,6148
Seasonal Influenza,States,South Carolina,2017-18,Licensed Independent Practitioners,77,,14757
Seasonal Influenza,States,South Dakota,2017-18,Licensed Independent Practitioners,90.8,,2928
Seasonal Influenza,States,Tennessee,2017-18,Licensed Independent Practitioners,75.8,,23082
Seasonal Influenza,States,Texas,2017-18,Licensed Independent Practitioners,69.6,,104196
Seasonal Influenza,States,Utah,2017-18,Licensed Independent Practitioners,88.3,,11906
Seasonal Influenza,States,Vermont,2017-18,Licensed Independent Practitioners,81.2,,810
Seasonal Influenza,States,Virginia,2017-18,Licensed Independent Practitioners,79,,26403
Seasonal Influenza,States,Washington,2017-18,Licensed Independent Practitioners,88.3,,30679
Seasonal Influenza,States,West Virginia,2017-18,Licensed Independent Practitioners,73.3,,5873
Seasonal Influenza,States,Wisconsin,2017-18,Licensed Independent Practitioners,91,,28574
Seasonal Influenza,States,Wyoming,2017-18,Licensed Independent Practitioners,81.8,,1429
Seasonal Influenza,States,Alabama,2018-19,Licensed Independent Practitioners,71.4,,17655
Seasonal Influenza,States,Alaska,2018-19,Licensed Independent Practitioners,62.6,,2774
Seasonal Influenza,States,Arizona,2018-19,Licensed Independent Practitioners,88.2,,25810
Seasonal Influenza,States,Arkansas,2018-19,Licensed Independent Practitioners,59,,6321
Seasonal Influenza,States,California,2018-19,Licensed Independent Practitioners,74,,145396
Seasonal Influenza,States,Colorado,2018-19,Licensed Independent Practitioners,95.4,,31817
Seasonal Influenza,States,Connecticut,2018-19,Licensed Independent Practitioners,84.5,,11866
Seasonal Influenza,States,Delaware,2018-19,Licensed Independent Practitioners,87.4,,3689
Seasonal Influenza,States,District of Columbia,2018-19,Licensed Independent Practitioners,96.4,,2523
Seasonal Influenza,States,Florida,2018-19,Licensed Independent Practitioners,57.4,,84288
Seasonal Influenza,States,Georgia,2018-19,Licensed Independent Practitioners,70.3,,32163
Seasonal Influenza,States,Hawaii,2018-19,Licensed Independent Practitioners,81.2,,3128
Seasonal Influenza,States,Idaho,2018-19,Licensed Independent Practitioners,87.1,,5125
Seasonal Influenza,States,Illinois,2018-19,Licensed Independent Practitioners,73.5,,45735
Seasonal Influenza,States,Indiana,2018-19,Licensed Independent Practitioners,81.1,,35501
Seasonal Influenza,States,Iowa,2018-19,Licensed Independent Practitioners,86,,8491
Seasonal Influenza,States,Kansas,2018-19,Licensed Independent Practitioners,89.9,,10043
Seasonal Influenza,States,Kentucky,2018-19,Licensed Independent Practitioners,67.6,,11267
Seasonal Influenza,States,Louisiana,2018-19,Licensed Independent Practitioners,76,,21547
Seasonal Influenza,States,Maine,2018-19,Licensed Independent Practitioners,69.1,,2210
Seasonal Influenza,States,Maryland,2018-19,Licensed Independent Practitioners,94.2,,16131
Seasonal Influenza,States,Massachusetts,2018-19,Licensed Independent Practitioners,92.4,,34707
Seasonal Influenza,States,Michigan,2018-19,Licensed Independent Practitioners,81.3,,28673
Seasonal Influenza,States,Minnesota,2018-19,Licensed Independent Practitioners,79.1,,17943
Seasonal Influenza,States,Mississippi,2018-19,Licensed Independent Practitioners,67.9,,6901
Seasonal Influenza,States,Missouri,2018-19,Licensed Independent Practitioners,87.5,,26543
Seasonal Influenza,States,Montana,2018-19,Licensed Independent Practitioners,73.1,,2127
Seasonal Influenza,States,Nebraska,2018-19,Licensed Independent Practitioners,87.8,,8239
Seasonal Influenza,States,Nevada,2018-19,Licensed Independent Practitioners,55,,12934
Seasonal Influenza,States,New Hampshire,2018-19,Licensed Independent Practitioners,90.9,,3433
Seasonal Influenza,States,New Jersey,2018-19,Licensed Independent Practitioners,69.2,,39203
Seasonal Influenza,States,New Mexico,2018-19,Licensed Independent Practitioners,57.9,,4834
Seasonal Influenza,States,New York,2018-19,Licensed Independent Practitioners,78.9,,68426
Seasonal Influenza,States,North Carolina,2018-19,Licensed Independent Practitioners,91.1,,33794
Seasonal Influenza,States,North Dakota,2018-19,Licensed Independent Practitioners,86.3,,1488
Seasonal Influenza,States,Ohio,2018-19,Licensed Independent Practitioners,56.3,,44066
Seasonal Influenza,States,Oklahoma,2018-19,Licensed Independent Practitioners,86,,15220
Seasonal Influenza,States,Oregon,2018-19,Licensed Independent Practitioners,85,,8696
Seasonal Influenza,States,Pennsylvania,2018-19,Licensed Independent Practitioners,88.5,,64890
Seasonal Influenza,National,United States,2018-19,Licensed Independent Practitioners,77.1,,1222090
Seasonal Influenza,States,Rhode Island,2018-19,Licensed Independent Practitioners,96.1,,6290
Seasonal Influenza,States,South Carolina,2018-19,Licensed Independent Practitioners,74.9,,12735
Seasonal Influenza,States,South Dakota,2018-19,Licensed Independent Practitioners,89.9,,2546
Seasonal Influenza,States,Tennessee,2018-19,Licensed Independent Practitioners,74.8,,23713
Seasonal Influenza,States,Texas,2018-19,Licensed Independent Practitioners,70.4,,123029
Seasonal Influenza,States,Utah,2018-19,Licensed Independent Practitioners,88.1,,15379
Seasonal Influenza,States,Vermont,2018-19,Licensed Independent Practitioners,76.2,,990
Seasonal Influenza,States,Virginia,2018-19,Licensed Independent Practitioners,75.2,,27782
Seasonal Influenza,States,Washington,2018-19,Licensed Independent Practitioners,88.7,,29428
Seasonal Influenza,States,West Virginia,2018-19,Licensed Independent Practitioners,80.6,,6865
Seasonal Influenza,States,Wisconsin,2018-19,Licensed Independent Practitioners,93.2,,26322
Seasonal Influenza,States,Wyoming,2018-19,Licensed Independent Practitioners,84.2,,1414
Seasonal Influenza,States,Alabama,2020-21,Licensed Independent Practitioners,67.5,,11944
Seasonal Influenza,States,Alaska,2020-21,Licensed Independent Practitioners,34.6,,3278
Seasonal Influenza,States,Arizona,2020-21,Licensed Independent Practitioners,82.2,,34759
Seasonal Influenza,States,Arkansas,2020-21,Licensed Independent Practitioners,87.3,,11447
Seasonal Influenza,States,California,2020-21,Licensed Independent Practitioners,76.3,,141390
Seasonal Influenza,States,Colorado,2020-21,Licensed Independent Practitioners,96.1,,40174
Seasonal Influenza,States,Connecticut,2020-21,Licensed Independent Practitioners,67.9,,11539
Seasonal Influenza,States,Delaware,2020-21,Licensed Independent Practitioners,77.2,,1607
Seasonal Influenza,States,District of Columbia,2020-21,Licensed Independent Practitioners,93.1,,2102
Seasonal Influenza,States,Florida,2020-21,Licensed Independent Practitioners,45.2,,86769
Seasonal Influenza,States,Georgia,2020-21,Licensed Independent Practitioners,68.2,,38311
Seasonal Influenza,States,Hawaii,2020-21,Licensed Independent Practitioners,76.5,,3439
Seasonal Influenza,States,Idaho,2020-21,Licensed Independent Practitioners,79.8,,5401
Seasonal Influenza,States,Illinois,2020-21,Licensed Independent Practitioners,72.9,,42388
Seasonal Influenza,States,Indiana,2020-21,Licensed Independent Practitioners,72.1,,48751
Seasonal Influenza,States,Iowa,2020-21,Licensed Independent Practitioners,90.9,,8489
Seasonal Influenza,States,Kansas,2020-21,Licensed Independent Practitioners,82.3,,10270
Seasonal Influenza,States,Kentucky,2020-21,Licensed Independent Practitioners,60.6,,17422
Seasonal Influenza,States,Louisiana,2020-21,Licensed Independent Practitioners,58.5,,19986
Seasonal Influenza,States,Maine,2020-21,Licensed Independent Practitioners,74.2,,1360
Seasonal Influenza,States,Maryland,2020-21,Licensed Independent Practitioners,92.2,,16899
Seasonal Influenza,States,Massachusetts,2020-21,Licensed Independent Practitioners,96.8,,34737
Seasonal Influenza,States,Michigan,2020-21,Licensed Independent Practitioners,75.9,,26904
Seasonal Influenza,States,Minnesota,2020-21,Licensed Independent Practitioners,82.6,,15595
Seasonal Influenza,States,Mississippi,2020-21,Licensed Independent Practitioners,59.3,,6628
Seasonal Influenza,States,Missouri,2020-21,Licensed Independent Practitioners,86.6,,22920
Seasonal Influenza,States,Montana,2020-21,Licensed Independent Practitioners,61.2,,2263
Seasonal Influenza,States,Nebraska,2020-21,Licensed Independent Practitioners,84.3,,8199
